Group,Age,Mid-1961,Mid-1962,Mid-1963,Mid-1964,Mid-1965,Mid-1966,Mid-1967,Mid-1968,Mid-1969,Mid-1970,Mid-1971,Mid-1972,Mid-1973,Mid-1974,Mid-1975,Mid-1976,Mid-1977,Mid-1978,Mid-1979,Mid-1980,Mid-1981,Mid-1982,Mid-1983,Mid-1984,Mid-1985,Mid-1986,Mid-1987,Mid-1988,Mid-1989,Mid-1990,Mid-1991,Mid-1992,Mid-1993,Mid-1994,Mid-1995,Mid-1996,Mid-1997,Mid-1998,Mid-1999,Mid-2000,Mid-2001,Mid-2002,Mid-2003,Mid-2004,Mid-2005,Mid-2006,Mid-2007,Mid-2008,Mid-2009,Mid-2010,Mid-2011,Mid-2012,Mid-2013,Mid-2014
Females,73,"181,300","182,400","182,300","185,800","185,700","190,900","191,400","197,200","198,500","202,300","203,900","206,800","220,800","223,300","221,200","226,400","229,500","235,200","234,000","235,500","241,210","242,446","240,396","237,194","237,502","240,755","243,121","239,231","222,516","205,384","183,162","189,324","275,664","263,899","248,809","235,765","231,009","227,495","225,793","222,224","217,760","220,842","223,755","223,402","218,332","212,889","211,363","217,371","220,724","224,061","228,648","230,113","226,916","215,200"
Females,74,"170,600","172,600","175,200","174,700","178,100","178,700","182,500","182,300","188,600","190,200","194,700","195,400","197,900","211,700","214,400","212,300","217,800","221,100","226,300","225,800","226,909","232,423","234,091","232,216","229,229","229,637","232,428","235,436","231,957","215,880","199,370","177,319","184,623","266,380","256,335","241,488","228,871","224,481","220,957","219,543","216,486","212,077","215,255","218,257","217,989","212,999","207,868","207,025","212,990","216,307","219,707","224,780","226,063","222,954"
Females,75,"160,200","161,100","163,800","167,400","166,100","168,200","170,300","173,400","174,200","181,000","183,000","185,700","186,300","189,100","202,300","204,600","203,600","209,000","211,800","217,500","216,585","217,920","223,446","225,170","223,500","220,616","221,067","224,111","227,402","224,078","208,868","192,495","171,208","179,513","256,986","248,272","233,858","221,842","217,454","214,033","213,232","209,988","206,073","208,975","212,364","212,073","207,643","202,862","202,250","208,420","211,639","215,264","220,237","221,716"
Females,76,"148,100","155,500","151,300","155,400","159,300","156,700","159,000","160,200","164,500","164,000","170,500","173,600","176,200","176,900","179,500","192,400","194,900","194,300","199,500","202,300","207,585","206,980","208,740","214,240","215,636","214,029","211,323","212,476","215,350","218,730","215,894","200,877","185,147","164,844","174,116","246,872","239,778","225,860","214,072","209,933","207,174","206,011","202,998","199,689","202,453","206,058","205,861","202,211","197,424","197,280","203,522","206,969","210,433","215,593"
Females,77,"135,400","138,700","150,900","142,400","146,700","148,900","148,700","151,600","150,900","154,500","156,400","160,800","164,000","166,500","167,000","169,700","182,200","184,700","184,200","189,800","192,287","197,305","197,359","199,254","204,488","205,706","204,342","202,115","203,570","205,968","209,661","206,852","191,924","177,474","158,156","168,083","236,245","230,975","217,372","205,827","202,407","199,666","198,484","195,637","192,978","195,544","199,606","199,723","196,400","191,777","191,907","198,479","201,698","205,375"
Females,78,"124,400","125,700","128,900","144,700","133,300","136,600","140,900","139,100","143,100","140,600","147,400","146,700","150,900","154,100","156,300","156,700","159,600","171,800","174,000","174,200","179,287","181,759","187,010","187,268","189,422","194,274","195,338","194,587","192,901","193,830","196,488","199,995","197,451","183,418","169,726","150,931","161,813","225,501","221,489","208,635","197,746","194,211","191,623","190,473","188,111","185,610","188,565","192,872","193,105","190,340","185,870","186,382","192,659","196,398"
Females,79,"112,900","114,300","115,700","119,700","137,900","124,000","128,000","131,300","129,700","133,000","134,400","137,100","136,400","140,700","143,800","145,800","146,600","149,700","160,600","163,300","163,490","168,392","171,317","176,500","176,771","178,862","183,489","184,881","184,529","182,561","183,908","186,594","190,160","187,452","174,223","161,261","143,351","155,537","213,753","211,413","199,856","189,164","185,436","183,124","182,056","180,128","178,224","181,420","185,728","186,313","183,719","179,843","180,186","186,945"
Females,80,"103,300","102,800","104,000","106,400","110,300","123,100","114,700","117,700","121,500","119,200","121,800","124,200","126,600","126,100","130,200","132,900","134,900","135,900","139,000","149,100","152,192","154,388","158,801","161,576","165,827","165,505","167,955","172,681","174,049","173,389","171,948","173,605","176,457","179,460","177,218","164,364","152,266","135,687","148,973","201,599","201,564","189,890","179,684","176,381","174,306","173,695","171,865","170,571","173,619","178,291","178,937","176,861","173,125","174,035"
Females,81,"91,400","93,300","92,900","95,100","97,400","100,500","115,400","104,500","108,000","111,800","110,000","111,700","113,600","116,100","115,400","119,200","122,400","124,300","124,700","128,700","139,093","140,883","143,020","147,628","150,043","154,079","154,084","157,131","161,704","162,323","162,382","161,203","162,911","165,411","168,504","166,146","154,174","143,368","127,651","141,843","189,275","190,366","179,439","169,897","166,856","165,370","164,933","163,266","162,343","165,651","170,657","171,335","169,359","166,352"
Females,82,"78,900","81,400","82,700","84,000","86,000","87,600","91,100","108,100","94,500","97,900","100,500","99,800","101,400","103,400","105,500","104,700","108,600","111,800","113,200","114,000","117,794","127,579","129,398","131,771","136,165","138,113","142,393","142,619","146,049","149,936","150,693","151,149","150,243","151,542","154,317","157,068","154,850","143,866","133,760","119,196","135,058","177,014","178,445","168,382","159,937","157,284","156,001","155,618","154,342","154,212","157,406","162,402","162,876","161,750"
Females,83,"68,900","69,400","71,500","73,600","75,100","76,200","78,700","81,200","100,200","84,400","89,700","90,400","89,200","91,200","92,800","94,600","94,100","98,200","101,000","102,500","103,394","107,375","115,997","118,036","120,327","124,330","126,349","130,615","131,361","134,203","138,245","139,163","139,726","138,873","140,337","142,643","144,917","143,626","132,920","124,012","110,828","126,376","164,224","166,052","157,180","149,971","147,625","146,302","146,184","145,236","145,454","148,827","153,453","154,501"
Females,84,"59,600","59,600","60,300","62,900","64,800","65,600","67,400","69,100","71,600","92,100","75,700","80,000","80,000","79,200","80,900","82,100","84,200","83,900","87,300","90,800","91,996","93,237","96,999","104,726","106,553","108,649","112,719","114,801","119,087","119,501","122,526","126,547","127,590","127,645","127,428","128,384","130,684","133,361","131,650","121,861","114,229","102,065","117,521","151,070","153,724","145,630","139,452","137,321","136,314","136,577","135,633","136,380","139,334","144,646"
Females,85,"217,400","224,700","229,800","241,600","253,200","260,700","272,700","277,200","286,400","295,700","65,900","66,500","70,300","70,000","69,300","70,700","72,200","74,000","73,600","77,100","80,197","82,167","83,266","86,896","93,497","95,030","97,435","101,534","103,704","107,103","107,989","111,186","114,916","115,425","115,968","115,584","116,426","119,351","120,868","119,695","110,872","104,356","93,152","108,295","137,691","141,291","134,136","128,752","126,817","126,333","126,548","126,029","126,383","130,147"
Females,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56,100","57,000","57,300","61,000","60,600","59,700","61,400","62,700","64,200","64,100","67,997","70,731","72,580","73,730","76,795","82,387","84,079","86,761","90,748","92,155","95,535","96,439","99,697","102,616","103,634","103,752","103,631","104,987","107,418","108,694","108,219","100,029","94,108","83,868","99,070","124,644","128,784","122,428","117,809","116,456","116,021","116,432","115,795","116,997"
Females,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46,000","48,100","48,300","48,900","52,300","51,600","51,000","52,700","53,600","55,300","55,698","59,203","61,576","63,538","64,345","66,864","72,012","73,240","76,667","79,625","81,394","84,451","85,484","88,093","91,085","91,691","91,744","92,540","93,092","95,605","97,023","96,545","89,161","83,891","75,121","90,104","111,546","116,230","110,591","106,956","105,903","105,484","105,833","105,979"
Females,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37,600","38,600","40,400","40,800","41,200","44,300","43,600","43,200","44,600","45,600","46,498","48,004","50,921","53,060","54,826","55,280","57,852","61,932","63,193","66,480","69,274","71,097","73,971","74,104","77,188","79,553","80,101","80,576","80,885","81,820","84,353","85,429","84,928","78,236","74,033","66,448","81,574","98,391","103,515","99,307","96,247","95,381","94,714","95,766"
Females,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30,700","31,100","31,900","33,400","33,800","34,200","37,200","36,300","35,800","37,300","38,398","39,502","40,694","43,326","45,071","46,526","47,062","49,398","52,804","53,098","57,287","59,634","61,527","63,282","64,002","66,132","68,225","69,322","69,367","70,081","71,007","73,147","73,922","73,625","67,672","64,641","58,110","72,876","85,315","91,529","87,958","85,255","84,086","84,557"
Females,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89,000","93,600","96,500","99,800","103,300","106,100","110,000","116,200","120,100","123,600","125,796","128,013","131,330","136,006","141,856","147,656","155,067","160,678","168,968","174,921","181,033","191,308","203,818","210,458","220,338","226,943","234,127","244,415","249,481","255,147","263,069","269,572","275,179","279,694","284,020","284,512","283,709","274,963","281,833","300,695","321,893","337,075","343,420","355,694"
